4871.archive|DLT206 + mss
6621.energy|5.5 GeV
6676.date|933393600
6677.size|5.5 Mb
6718.filename|r6718.evt
6755.energy|5.5 GeV
6769.comment|good run
6782.date|933659820
6783.size|405.4 Mb
6787.filename|r6787.evt
7255.trigger|Standard Data
7378.date|959127720
7379.size|134.6 Mb
7483.comment|as of this run, there is a new set of pedestals ;and zero suppression settings--final trim set
7505.trigger|Standard Data
7570.trigger|Standard Data
7668.trigger|Standard Data
7686.trigger|Standard Data
7778.archive|mss
7796.archive|mss + hpss
7828.date|959771700
7829.size|128.0 Kb
7891.archive|mss + hpss
7914.energy|5.65 GeV
7960.size|609.3 Mb
7964.filename|r7964.evt
8019.filename|r8019.evt
8104.trigger|Standard Data
8151.archive|mss
8245.archive|mss
8290.trigger|Standard Data
8308.energy|5.65 GeV
8312.comment|LGD r7 c23 dead
8367.comment|
8393.energy|5.65 GeV
8407.energy|5.65 GeV
8451.filename|r8451.evt
8454.date|962924100
8455.size|640.0 Kb
8519.archive|mss + hpss
8630.archive|mss + hpss
8672.trigger|Standard Data
7532.archive|mss
5108.size|32.9 Mb
5109.date|897883200
7434.uconn.pvfs0.filename|r7434
7441.uconn.pvfs0.filename|r7441
7724.uconn.pvfs0.size|21775724
7750.hpss.date|971101260
7804.uconn.pvfs0.date|971113500
7836.hpss.filename|r7836.evt
7841.uconn.pvfs0.size|838685732
7871.uconn.pvfs0.date|971073840
7894.hpss.size|828712380
7948.uconn.pvfs0.size|623042240
7959.hpss.filename|r7959.evt
8154.hpss.size|267780096
8543.hpss.filename|r8543.evt
8635.hpss.size|1117913088
8688.hpss.size|1117913088
7793.hpss.size|822615412
8584.hpss.date|972338160
7919.jlab.jcache.date|972140160
8205.jlab.jcache.size|1135476736
8305.jlab.jcache.date|972142500
8357.jlab.jcache.filename|r8357.evt
8678.jlab.jcache.size|841351168
8359.jlab.scratch.filename|r8359.evt
8477.jlab.scratch.date|968358960
8088.uconn.pvfs0.size|885325824
8116.uconn.pvfs0.size|294354944
8181.uconn.pvfs0.size|807903232
8255.uconn.pvfs0.filename|r8255
7662.jlab.jcache.size|441843712
8513.uconn.pvfs1.size|1002889216
8687.uconn.pvfs1.size|931135488
7538.uconn.pvfs0.date|972663960
7650.uconn.pvfs0.filename|r7650
8030.uconn.pvfs0.date|972666480
8062.uconn.pvfs0.size|0
8351.uconn.pvfs1.filename|r8351
7674.epics.bpm_1_y|-9.802
7710.epics.thermionic gun|-50.000
7728.epics.tagger current|2046.66
7730.epics.bpm_1_x|-19.294
7733.epics.B slit position|17.00
7743.epics.beam current|0.027
7765.epics.thermionic gun|-50.000
7781.epics.A slit position|-1.00
7819.epics.A slit position|-1.00
7833.epics.bpm_1_x|-1.431
7844.epics.Radiator out|0
7866.epics.beam current|129.659
7880.epics.Radiator D|0.00
7888.epics.beam current|129.698
7902.epics.bpm_1_i|129.940
7911.epics.Halo R upstream|0
7913.epics.Radiator C|0.00
7930.epics.TimeStamp|Sat Jun  3 01
7931.epics.Tagger dump U|1545329
7931.epics.tagger current|2046.66
7933.epics.beam energy|5653
7938.epics.Radiator out|0
7944.epics.Tagger dump U|1648598
7944.epics.tagger current|2046.66
7945.epics.TimeStamp|Sat Jun  3 10
7946.epics.beam energy|5653
7974.epics.C slit position|8.00
7974.epics.bpm_2_y|0.211
7979.epics.Master OR|37770984
7981.epics.beam current|129.051
7989.epics.Radiator D|0.00
8004.epics.B slit position|17.43
8321.timecorr|0.
8007.epics.bpm_1_x|0.000
8023.epics.C slit position|-1.00
8023.epics.bpm_2_y|0.000
8041.epics.beam current|0.008
8049.epics.Radiator D|0.00
8067.epics.Radiator out|0
8071.epics.B slit position|16.15
8072.epics.bpm_1_x|0.000
8084.epics.Tagger dump U|0
8084.epics.tagger current|2046.66
8085.epics.TimeStamp|Sat Jun 10 02
8086.epics.beam energy|5653
8113.epics.Radiator out|0
8118.epics.beam energy|5653
8140.epics.Radiator D|0.00
8148.epics.beam current|0.008
8184.epics.Radiator out|0
8220.epics.bpm_2_x|0.000
8239.epics.bpm_1_y|0.000
8256.epics.Tagger dump R|511516
8257.epics.Radiator A|1.00
8318.epics.Halo D upstream|10911
8338.epics.Helium pressure|0.59
8341.epics.bpm_1_y|0.550
8353.epics.Radiator B|0.00
8355.epics.Tagger dump L|6519
8358.epics.bpm_2_x|0.008
8371.epics.Halo U upstream|10586
8394.epics.Radiator C|0.00
8396.epics.Halo R upstream|758
8400.epics.Radiator C|0.00
8402.epics.Halo R upstream|753
8411.epics.Helium pressure|0.64
8424.epics.beam energy|5653
8439.epics.B slit position|16.59
8453.epics.Halo L upstream|0
8465.epics.Halo U upstream|16366
8466.epics.Master OR|16
8471.epics.Halo D upstream|5
8477.epics.bpm_1_i|77.106
8491.epics.beam energy|5653
8492.epics.TimeStamp|Fri Jul 14 03
8493.epics.Tagger dump U|0
8493.epics.tagger current|2045.00
8500.epics.beam current|77.337
8508.epics.Radiator D|0.00
8531.epics.bpm_2_i|77.940
8546.epics.bpm_1_x|-1.486
8550.epics.beam energy|5653
8552.epics.Tagger dump U|0
8552.epics.tagger current|2045.00
8553.epics.TimeStamp|Tue Jul 18 19
8575.epics.beam current|0.005
8597.epics.Radiator D|0.00
8603.epics.Radiator D|0.00
8618.epics.Tagger dump L|456
8623.epics.A slit position|8.00
8656.epics.A slit position|-1.00
8694.epics.Radiator D|0.00
8711.epics.beam current|78.048
8719.epics.Radiator D|0.00
7438.timecorr|58.98423
8259.timecorr|2723.52905
7542.time|880.529846
7748.time|3679.83716
7883.time|3902.07617
8136.time|3578.35498
8143.time|8354.95605
8594.time|7638.14648
8600.time|6790.8916
8697.time|5898.10107
5433.trigger|Standard Data
4803.size|15 Mb
4805.comment| 
4836.filename|r4836.evt
4843.filename|r4843.evt
4846.energy|4 GeV
5164.archive|mss
5333.date|898552440
5378.comment| 
5417.size|248 Mb
5422.filename|r5422.evt
5427.energy|4 GeV
5441.trigger|Standard Data
5582.archive|mss
6228.energy|5.5 GeV
6242.trigger|Standard Data
6295.energy|5.5 GeV
6311.size|1.2 Mb
6317.comment|junk, radiator harp moved through beam
6578.energy|5.5 GeV
6580.size|10.8 Mb
6758.date|933488220
7194.filename|r7194.evt
7355.archive|mss
7422.comment|
7424.size|603.1 Mb
7472.energy|5.65 GeV
7518.filename|r7518.evt
7537.trigger|Standard Data
7539.archive|mss
7583.filename|r7583.evt
7586.energy|5.65 GeV
7600.filename|r7600.evt
7605.energy|5.65 GeV
7640.size|128.0 Kb
7646.comment|
7709.filename|r7709.evt
7773.archive|mss + hpss
7793.trigger|Standard Data
7805.archive|mss + hpss
7870.archive|mss + hpss
7894.trigger|Standard Data
7919.date|960023640
8031.archive|mss
8154.trigger|Standard Data
8213.energy|no beam
8216.filename|r8216.evt
8223.size|1086.7 Mb
8225.comment|no data at end
8240.trigger|min bias (cosmics)
8263.filename|r8263.evt
8266.energy|5.65 GeV
8305.date|961554240
8512.archive|mss + hpss
8610.comment|
8616.size|1072.8 Mb
8635.trigger|Standard Data
8641.filename|r8641.evt
8644.energy|5.65 GeV
8686.archive|mss + hpss
8688.trigger|Standard Data
7477.filename|r7477.evt
4833.energy|4 GeV
7479.uconn.pvfs0.filename|r7479
7512.uconn.pvfs0.size|313905452
7531.uconn.pvfs0.date|970786800
7589.uconn.pvfs0.size|334059180
7703.uconn.pvfs0.size|330830664
7707.uconn.pvfs0.filename|r7707
7795.uconn.pvfs0.date|971034120
7878.uconn.pvfs0.date|971201160
7892.uconn.pvfs0.date|971095800
8005.hpss.filename|r8005.evt
8110.hpss.date|972270180
8187.hpss.date|971385600
8405.hpss.size|1133248512
8438.hpss.filename|r8438.evt
8499.hpss.date|971924880
8544.hpss.filename|r8544.evt
8558.hpss.date|968540460
8606.uconn.pvfs1.size|931598336
7831.hpss.filename|r7831.itape
7847.hpss.date|971211600
7833.jlab.jcache.date|972142680
8007.jlab.jcache.date|971463840
8172.jlab.jcache.size|960757760
8406.jlab.jcache.filename|r8406.evt
8171.uconn.pvfs0.filename|r8171
8175.uconn.pvfs0.size|806211584
8246.uconn.pvfs0.date|972567420
8072.jlab.jcache.date|972574500
8337.uconn.pvfs1.date|972579060
8343.uconn.pvfs1.filename|r8343
8668.uconn.pvfs1.filename|r8668
8691.uconn.pvfs1.size|930971648
8578.uconn.pvfs1.size|936128512
7516.uconn.pvfs0.filename|r7516
8039.uconn.pvfs0.date|972666540
8218.uconn.pvfs0.filename|r8218
8269.uconn.pvfs0.size|0
8592.uconn.pvfs1.size|53026100
7648.epics.B slit position|17.00
7685.epics.bpm_2_i|129.546
7685.epics.tagger voltage|106.20
7696.epics.C slit position|8.00
7710.epics.bpm_1_i|0.062
7730.epics.Halo L upstream|80
7755.epics.Halo U upstream|41297
7765.epics.bpm_1_i|0.074
7817.epics.bpm_1_i|0.000
7822.epics.Halo R upstream|929
7833.epics.Halo L upstream|759
7839.epics.Radiator C|0.00
7861.epics.Radiator B|1.00
7868.epics.Master OR|22177870
7886.epics.Master OR|26482562
7918.epics.Halo D upstream|8
7919.epics.bpm_2_y|-0.250
7956.epics.Radiator C|0.00
7960.epics.TimeStamp|Sat Jun  3 20
7976.epics.Tagger dump U|1655203
7978.epics.tagger current|2046.66
7986.epics.Radiator B|1.00
8007.epics.Halo L upstream|0
8011.epics.Tagger dump L|0
8021.epics.Tagger dump U|0
8046.epics.Radiator B|0.00
8072.epics.Halo L upstream|0
8078.epics.Radiator C|0.00
8096.epics.Radiator C|0.00
8127.epics.Halo U upstream|366
8127.epics.Radiator out|0
8133.epics.Master OR|18916476
8162.epics.bpm_1_i|0.000
8206.epics.Tagger dump R|637362
8207.epics.Helium pressure|0.66
8228.epics.bpm_1_x|0.000
8231.epics.C slit position|-1.00
8258.epics.beam energy|5653
8284.epics.C slit position|-1.00
8293.epics.bpm_2_i|78.723
8299.epics.Tagger dump R|0
8304.epics.Halo D upstream|2121
8305.epics.bpm_2_y|-0.097
8310.epics.A slit position|-1.00
8310.epics.beam current|76.626
8320.epics.beam energy|5653
8331.epics.bpm_2_x|-0.543
8332.epics.Radiator D|0.00
8349.epics.C slit position|-1.00
8350.epics.bpm_1_x|-9.377
8353.epics.B slit position|16.25
8357.epics.Radiator A|1.00
8365.epics.A slit position|-1.00
8365.epics.beam current|75.267
8373.epics.tagger current|2046.66
8377.epics.bpm_1_y|0.534
8418.epics.bpm_2_x|0.002
8430.epics.Radiator C|0.00
8445.epics.Radiator C|0.00
8455.epics.TimeStamp|Sun Jul  9 11
8459.epics.Tagger dump L|440
8463.epics.bpm_1_y|1.387
8467.epics.tagger current|2045.00
8469.epics.Tagger dump U|0
8479.epics.A slit position|-1.00
8479.epics.beam current|76.287
8507.epics.Radiator B|0.00
8531.epics.Halo R upstream|857
8546.epics.Halo L upstream|879
8581.epics.Halo U upstream|10902
8581.epics.Radiator out|0
8591.epics.Master OR|30382278
8598.epics.Radiator B|0.00
8658.epics.bpm_1_i|76.888
8662.epics.C slit position|-1.00
8692.epics.Master OR|29093464
8716.epics.Radiator B|0.00
7677.timecorr|700.012573
8342.timecorr|2679.8606
8669.timecorr|1558.6958
7543.time|589.909973
7749.time|3129.87939
7882.time|4022.91772
8137.time|2125.55835
8142.time|10199.8838
8595.time|23266.4414
8601.time|1533.05957
8696.time|7684.25098
6512.trigger|Standard Data
4870.date|892615740
5128.size|5 Mb
5151.comment|production, 44 na 
5169.archive|mss
5257.energy|4 GeV
5308.filename|r5308.evt
5323.energy|4 GeV
5367.date|898585380
5442.archive|mss
5577.comment|Very little beam 
5602.trigger|Standard Data
5667.size|1130 Mb
6241.archive|mss
6271.filename|r6271.evt
6322.date|932178900
6460.comment|min bias at 40 nA
6511.archive|mss
6554.filename|r6554.evt
6595.date|932903700
6616.energy|5.5 GeV
6688.filename|r6688.evt
6738.comment|21
7149.date|958806900
7236.filename|r7236.evt
7283.filename|r7283.evt
7315.comment|
7382.comment|
7412.filename|r7412.evt
7431.date|959152620
7444.date|959159400
7480.energy|5.65 GeV
7655.date|959427660
7694.filename|r7694.evt
7720.comment|beam down for 5 minutes
7745.trigger|Standard Data
7790.archive|mss + hpss
7808.archive|mss
7845.comment|cosmic run
7849.size|1045.9 Mb
7860.trigger|Standard Data
7897.archive|mss
7935.size|914.2 Mb
7939.comment|
7940.size|0 b
7987.trigger|Standard Data
8047.trigger|Standard Data
8066.comment|cosmics
8080.size|300.6 Mb
8112.comment|
8157.archive|mss
8185.comment|
8189.size|913.9 Mb
8233.filename|r8233.evt
8243.archive|mss
8250.date|961277520
8286.filename|r8286.evt
8311.energy|5.65 GeV
8328.date|961657140
8364.energy|5.65 GeV
8422.size|1082.0 Mb
8478.energy|5.65 GeV
8497.size|22.6 Mb
8506.trigger|Standard Data
8556.size|1091.7 Mb
8573.trigger|min bias
8599.trigger|Standard Data
8636.archive|mss + hpss
8660.filename|r8660.evt
8717.trigger|??
7534.archive|mss
7566.filename|r7566.evt
5124.comment|
7731.uconn.pvfs0.size|328676400
7738.uconn.pvfs0.date|970971840
7832.uconn.pvfs0.size|857516204
7867.hpss.filename|r7867.evt
7889.hpss.filename|r7889.evt
7980.hpss.filename|r7980.evt
8174.hpss.size|730980352
8177.hpss.date|971315820
8268.hpss.size|1127743488
8501.hpss.filename|r8501.evt
8616.uconn.pvfs1.size|938270720
8649.hpss.date|970046700
8710.hpss.filename|r8710.evt
7954.uconn.pvfs0.date|971368680
7852.jlab.jcache.date|971990400
7993.jlab.jcache.date|971456640
8480.jlab.jcache.date|971366340
8703.jlab.jcache.date|971380380
8195.jlab.scratch.filename|r8195.evt
8461.jlab.scratch.size|492568576
7964.uconn.pvfs0.filename|r7964
8006.uconn.pvfs0.size|756838400
8094.uconn.pvfs0.date|972510420
8053.jlab.jcache.date|972574200
8214.jlab.jcache.filename|r8214.evt
8261.jlab.jcache.filename|r8261.evt
8357.uconn.pvfs1.filename|r8357
8532.uconn.pvfs1.date|972600660
8019.uconn.pvfs0.filename|r8019
8073.uconn.pvfs0.size|0
7649.epics.Halo D upstream|42017
7665.epics.beam energy|5653
7676.epics.bpm_1_i|0.069
7684.epics.C slit position|8.00
7685.epics.tagger current|2046.66
7691.epics.Halo U upstream|75
7705.epics.bpm_2_i|129.119
7709.epics.TimeStamp|Sun May 28 00
7723.epics.beam current|-0.034
7748.epics.B slit position|17.00
7795.epics.Halo R upstream|3616
7835.epics.A slit position|8.00
7839.epics.Radiator B|1.00
7846.epics.beam current|128.874
7854.epics.Tagger dump U|1604764
7861.epics.Radiator C|0.00
7865.epics.Halo L upstream|754
7878.epics.Halo R upstream|916
7883.epics.B slit position|17.00
7885.epics.Helium pressure|0.95
7892.epics.Halo R upstream|923
7918.epics.Tagger dump L|0
7919.epics.bpm_2_x|-0.884
7920.epics.Tagger dump U|0
7956.epics.Radiator B|1.00
7973.epics.Master OR|22388680
7982.epics.Halo L upstream|769
7986.epics.Radiator C|0.00
7995.epics.Tagger dump U|1663591
8001.epics.A slit position|-1.00
8024.epics.Master OR|17
8039.epics.Halo R upstream|0
8042.epics.Halo L upstream|0
8046.epics.Radiator C|0.00
8055.epics.Tagger dump U|0
7557.time|0.
8065.epics.beam current|48.319
8074.epics.A slit position|-1.00
8078.epics.Radiator B|1.00
8096.epics.Radiator B|1.00
8106.epics.C slit position|8.00
8109.epics.beam energy|5653
8111.epics.beam current|0.008
8129.epics.Tagger dump U|0
8130.epics.Helium pressure|0.61
8136.epics.B slit position|8.00
8143.epics.B slit position|22.00
8145.epics.Helium pressure|0.57
8173.epics.bpm_2_i|129.355
8186.epics.beam current|131.160
8194.epics.Tagger dump U|0
8202.epics.beam energy|5653
8216.epics.TimeStamp|Fri Jun 16 12
8228.epics.bpm_1_y|0.000
8256.epics.Radiator D|0.00
8263.epics.TimeStamp|Sun Jun 18 17
8283.epics.Halo U upstream|10083
8292.epics.C slit position|-1.00
8293.epics.tagger current|2046.66
8304.epics.Tagger dump L|109
8305.epics.bpm_2_x|-0.711
8331.epics.bpm_2_y|0.153
8335.epics.Radiator out|0
8343.epics.bpm_1_i|75.520
8347.epics.Radiator A|1.00
8350.epics.bpm_1_y|-3.699
8352.epics.Halo D upstream|21
8377.epics.bpm_1_x|-1.468
8378.epics.Master OR|27327268
8382.epics.Tagger dump R|0
8388.epics.Radiator out|0
8416.epics.Tagger dump R|141135
8418.epics.bpm_2_y|0.156
8430.epics.Radiator B|0.00
8445.epics.Radiator B|0.00
8449.epics.A slit position|-1.00
8463.epics.bpm_1_x|-1.740
8503.epics.Halo L upstream|930
8507.epics.Radiator C|0.00
8540.epics.A slit position|-1.00
8559.epics.beam current|76.518
8561.epics.Tagger dump U|0
8576.epics.Halo L upstream|0
8578.epics.Helium pressure|0.76
8592.epics.Helium pressure|0.48
8594.epics.B slit position|16.75
8598.epics.Radiator C|0.00
8600.epics.B slit position|16.75
8633.epics.Halo R upstream|944
8641.epics.TimeStamp|Tue Jul 25 14
8665.epics.Halo U upstream|23973
8668.epics.bpm_1_i|76.153
8691.epics.Helium pressure|0.67
8697.epics.B slit position|16.75
8705.epics.Tagger dump U|0
8712.epics.Halo L upstream|1949
8716.epics.Radiator C|0.00
7555.timecorr|0.
7753.timecorr|495.146576
7928.timecorr|951.385864
8121.timecorr|0.
8569.timecorr|2892.99683
8587.timecorr|3196.52856
7751.time|3418.95776
8123.time|3614.83569
8585.time|0.
5596.trigger|Standard Data
5024.size|55 Mb
5043.date|897544380
5051.size|24 Mb
5073.filename|r5073.evt
5168.energy|off
5234.date|898290360
5240.size|83 Mb
5242.comment|Production Continuation 
5443.energy|4 GeV
5612.trigger|Standard Data
6240.energy|5.5 GeV
6510.energy|5.5 GeV
6552.archive|mss
6599.filename|r6599.evt
6621.comment|275k eventmost ~40nA
6635.date|933067440
6640.date|933079860
6656.filename|r6656.evt
6755.comment|20 nA
6757.size|395.1 Mb
6767.trigger|Standard Data
7285.archive|mss
7414.archive|mss
7448.filename|r7448.evt
7629.date|959418180
7659.filename|r7659.evt
7678.archive|mss
7692.archive|mss
7791.energy|5.65 GeV
7896.energy|5.65 GeV
7900.trigger|Standard Data
7914.comment|beam back again
7916.size|3.4 Mb
8156.energy|5.65 GeV
8235.archive|mss
8242.energy|5.65 GeV
8280.archive|mss + hpss
8308.comment|no target
8324.filename|r8324.evt
8369.trigger|Standard Data
8383.date|962046720
8393.comment|
8405.size|1080.4 Mb
8407.comment|
8417.date|962222400
8475.trigger|Standard Data
8637.energy|5.65 GeV
8666.archive|mss + hpss
7535.energy|5.65 GeV
7560.archive|mss
7723.uconn.pvfs0.size|145214760
7819.hpss.size|821052128
7936.uconn.pvfs0.filename|r7936
7943.uconn.pvfs0.filename|r7943
8354.hpss.date|970586940
8520.hpss.filename|r8520.evt
8619.hpss.date|969027660
8623.hpss.size|1117913088
8640.uconn.pvfs1.filename|r8640
8645.uconn.pvfs1.date|971481180
8656.hpss.size|1115160576
7781.hpss.size|824325100
7846.uconn.pvfs0.size|819507200
8668.jlab.jcache.size|516030464
8167.jlab.jcache.filename|r8167.evt
8179.jlab.jcache.date|971212680
8343.jlab.jcache.size|973012992
8083.uconn.pvfs0.filename|r8083
8186.uconn.pvfs0.size|527867904
7526.jlab.jcache.filename|r7526.evt
7676.jlab.jcache.size|438960128
8210.jlab.jcache.date|972576120
8424.uconn.pvfs1.size|564453376
8491.uconn.pvfs1.size|939839488
8550.uconn.pvfs1.size|965582848
8628.jlab.jcache.filename|r8628.evt
8028.uconn.pvfs0.date|972666480
8065.uconn.pvfs0.size|0
8069.uconn.pvfs0.filename|r8069
8111.uconn.pvfs0.size|0
7644.epics.tagger current|2046.66
7665.epics.bpm_2_i|129.737
7669.epics.TimeStamp|Sat May 27 07
7672.epics.bpm_2_y|0.221
7685.epics.A slit position|8.00
7691.epics.B slit position|17.00
7698.epics.bpm_2_y|0.246
7745.epics.bpm_1_i|0.078
7839.epics.Radiator A|0.00
7851.epics.Halo R upstream|911
7858.epics.Radiator D|0.00
7860.epics.bpm_1_i|128.788
7901.epics.Halo D upstream|10993
7907.epics.beam energy|5653
7909.epics.Master OR|23955361
7925.epics.Halo R upstream|1092
7950.epics.bpm_1_y|0.608
7951.epics.bpm_1_x|-1.411
7953.epics.C slit position|8.00
7954.epics.Helium pressure|0.71
7956.epics.Radiator A|0.00
7964.epics.beam current|130.630
7978.epics.bpm_2_x|-0.606
7987.epics.bpm_1_i|128.351
7990.epics.Halo R upstream|934
7999.epics.Radiator D|0.00
8008.epics.C slit position|8.00
8019.epics.beam current|0.007
8047.epics.bpm_1_i|0.000
8050.epics.Halo R upstream|0
8059.epics.Radiator D|0.00
8078.epics.Radiator A|0.00
8090.epics.bpm_1_y|0.000
8091.epics.bpm_1_x|-1.416
8093.epics.C slit position|-1.00
8094.epics.Helium pressure|0.67
8096.epics.Radiator A|0.00
8105.epics.TimeStamp|Sun Jun 11 08
8109.epics.bpm_2_i|126.765
8125.epics.Radiator D|0.00
8191.epics.Halo R upstream|916
8198.epics.Radiator D|0.00
8202.epics.bpm_2_i|75.959
8227.epics.tagger current|2046.66
8239.epics.Tagger dump R|0
8280.epics.Radiator out|0
8283.epics.B slit position|17.09
8291.epics.TimeStamp|Tue Jun 20 03
8293.epics.A slit position|-1.00
8315.epics.Master OR|26043308
8324.epics.Tagger dump U|0
8341.epics.Tagger dump R|253259
8347.epics.Radiator B|0.00
8347.epics.Tagger dump L|4947
8347.epics.bpm_2_y|0.184
8357.epics.Radiator C|0.00
8360.epics.Master OR|28739343
8368.epics.Halo D upstream|11143
8373.epics.bpm_2_x|-0.012
8377.epics.Halo L upstream|928
8430.epics.Radiator A|1.00
8432.epics.Helium pressure|0.53
8435.epics.C slit position|-1.00
8436.epics.bpm_1_y|0.556
8437.epics.bpm_1_x|-1.485
8440.epics.C slit position|-1.00
8442.epics.bpm_1_x|-1.413
8443.epics.bpm_1_y|0.552
8445.epics.Radiator A|1.00
8451.epics.beam current|0.007
8463.epics.Halo L upstream|165
8467.epics.bpm_2_x|0.000
8472.epics.beam energy|5653
8474.epics.Halo D upstream|4134
8483.epics.Halo R upstream|1011
8506.epics.bpm_1_i|76.417
8549.epics.C slit position|-1.00
8564.epics.Halo R upstream|0
8573.epics.bpm_1_i|2.249
8583.epics.Radiator D|0.00
8599.epics.bpm_1_i|0.000
8665.epics.B slit position|16.75
